"States","year","crimeRate","recidivismRate","decriminalizedMarijuana","legalizedMedicinalMarijuana","legalizedRecreationalMarijuana","population","alcoholism","medianHouseholdIncome","unemploymentRate","Percent of Population Male","Percent of Population Female","Percent of Population with High School Diploma","Percent of Population with a Bachelors Degree or more","Percent population White","Percent population Black or African American","Percent population Hispanic","Percent of Population Asian","Percent of Population American Indian/Alaska Native","Percent of Population Native Hawaiian or other Pacific Islander","Percent Multiple Races","Percent of Population 0-18","Percent of Population 19-25","Percent of Population 26-34","Percent of Population 35-54","Percent of Population 55-64","Percent of Population 65+"
"Oklahoma",2012,3906.69797525015,23,"No","No","No",3815780,NA,NA,NA,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2011,3829.88259226677,23,"No","No","No",3784163,13,48455,6.2,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2010,3924.38242383883,23,"No","No","No",3760184,12.6,43103,7,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2009,4074.8837146228,NA,"No","No","No",3687050,12.3,45878,6.4,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2008,3969.07390563428,NA,"No","No","No",3642361,12.9,46111,3.8,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2007,4026.0237148206,26.4,"No","No","No",3617316,NA,NA,NA,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oregon",2020,2950.88514530331,NA,"Yes","Yes","Yes",4241507,18.6,65667,13.3,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2019,3082.1969794,NA,"Yes","Yes","Yes",4216116,17,67100,4,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2018,3217.37608342265,40.4,"Yes","Yes","Yes",4181886,17.3,69165,4,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2017,3235.25922010171,45.3,"Yes","Yes","Yes",4146592,17.5,64610,4,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2016,3247.65925703667,45.4,"Yes","Yes","Yes",4085989,18,59135,49,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2015,3240.84127898338,44.8,"Yes","Yes","Yes",4024634,18,60834,5.8,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2014,3360.09097497433,44.2,"No","Yes","No",3971202,17.8,58875,7.1,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2013,3427.10462242507,41.8,"No","Yes","No",3928068,16.8,56307,8.3,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2012,3488.7677602011,39.7,"No","Yes","No",3899801,NA,NA,NA,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2011,3399.79871925886,39.5,"No","Yes","No",3868229,14.6,51526,9.5,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2010,3290.62207229599,37.8,"No","Yes","No",3838332,13.8,50602,10.8,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2009,3221.7995497244,36.2,"No","Yes","No",3825657,14.3,49098,11.1,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2008,3539.36349292623,37.7,"No","Yes","No",3790060,14.9,51727,6.4,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Oregon",2007,3813.78829098682,39.3,"No","Yes","No",3747455,NA,NA,NA,48.3,51.7,91,34,75,1.8,13.4,4.7,"0.9","0.3",4,0.214,0.092,0.134,0.267,0.101,0.193
"Pennsylvania",2020,2033.59801815719,46,"No","Yes","No",12783254,18.1,63627,16.5,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2019,1709.75857815092,47,"No","Yes","No",12798883,18.3,63500,4.4,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2018,1794.65197897464,NA,"No","Yes","No",12800922,19.5,64524,4.7,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2017,1957.28890475837,NA,"No","Yes","No",12790447,20.6,63173,5.1,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2016,2055.06571669775,47.1,"No","Yes","No",12787085,18.3,60979,5.3,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2015,2128.6041546278,NA,"No","No","No",12791904,17.8,60389,5.5,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2014,2245.46843787291,NA,"No","No","No",12793767,18.1,55173,6.4,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2013,2394.13123676973,NA,"No","No","No",12781296,18.7,53952,7.5,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2012,2522.20322418274,59,"No","No","No",12764475,NA,NA,NA,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2011,2586.56893452484,59.9,"No","No","No",12743948,15.8,49910,7.9,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2010,2539.59003035292,61.4,"No","No","No",12717722,16.7,48314,8.6,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2009,2582.17387120286,NA,"No","No","No",12604767,16.5,48172,8.1,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2008,2820.21313950306,NA,"No","No","No",12448279,16.4,51402,5.4,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Pennsylvania",2007,2777.80726967844,39.6,"No","No","No",12432792,NA,NA,NA,48.5,51.5,91,31,76,10.4,7.8,3.5,"0.1","<1.0",2.3,0.217,0.089,0.128,0.236,0.137,0.193
"Rhode Island",2020,1476.26818020575,NA,"No","Yes","No",1057125,19.9,70305,18.4,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2019,1764.29228905324,NA,"No","Yes","No",1058158,18.1,71200,3.6,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2018,1885.21639215071,NA,"No","Yes","No",1058287,19.9,62266,4.3,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2017,1993.3061110133,50,"No","Yes","No",1056486,17.3,66390,4.5,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2016,2027.20208478714,47,"No","Yes","No",1057566,17.5,61528,5.5,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2015,2141.23248519572,50,"No","Yes","No",1055607,20,55701,6.5,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2014,2398.50527108077,50,"No","Yes","No",1054907,19.3,58633,8.7,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2013,2700.99130966418,50,"No","Yes","No",1053354,18.7,57812,9.5,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2012,2826.41977941625,52,"No","Yes","No",1050304,NA,NA,NA,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2011,2908.87701471285,52,"No","Yes","No",1050646,17.2,49033,11.3,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2010,2818.73736375659,49,"No","Yes","No",1052528,17.9,51623,11.6,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2009,2863.34431247739,NA,"No","Yes","No",1053209,18,51634,11.2,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2008,3090.06193447203,NA,"No","Yes","No",1050788,18.1,53241,7.8,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"Rhode Island",2007,2849.88542604119,30.8,"No","Yes","No",1057832,NA,NA,NA,49.3,50.7,89,34,70.5,5.9,16.6,3.3,"0.2","N/A",3.3,0.207,0.076,0.129,0.274,0.138,0.178
"South Carolina",2020,3251.75736483431,21.9,"No","No","No",5218040,17.1,54864,11.6,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2019,3456.51997730772,NA,"No","No","No",5157702,16.2,56200,3.2,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2018,3575.67706419709,NA,"No","No","No",5084156,16.5,57444,3.7,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2017,3699.89837129191,20.2,"No","No","No",5021219,18,54971,4.3,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2016,3763.66329275526,21.2,"No","No","No",4959822,16.2,54336,5.3,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2015,3826.03373270677,22.3,"No","No","No",4894834,15,46360,6.4,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2014,3982.45243479197,NA,"No","No","No",4829160,16,44929,6,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2013,4139.29042112739,NA,"No","No","No",4771929,16.4,43749,8.3,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2012,4393.49310043979,NA,"No","No","No",4723417,NA,NA,NA,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2011,4517.89594954196,NA,"No","No","No",4673348,12.5,40084,10.3,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2010,4507.57433623471,NA,"No","No","No",4637106,12.5,41698,11.2,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2009,4559.39412993216,NA,"No","No","No",4561242,13.1,41101,11.7,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2008,4963.92696102505,NA,"No","No","No",4479800,13.7,42155,6.9,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Carolina",2007,5059.95291431444,31.8,"No","No","No",4407709,NA,NA,NA,48.1,51.9,88,28,63.7,26.2,5.7,1.7,"0.3","N/A",2.2,0.224,0.086,0.119,0.251,0.127,0.193
"South Dakota",2020,2458.11382554606,NA,"No","No","No",892717,23.4,59896,8.8,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2019,2165.30440399176,NA,"No","No","No",887127,23.3,59500,2.8,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2018,2125.18976940883,44.7,"No","No","No",878698,19.3,59463,2.9,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2017,2329.24837911062,44.7,"No","No","No",873286,21.2,56894,3.1,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2016,2419.26684943973,44,"No","No","No",861542,18.5,57450,2.8,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2015,2336.00141738323,43.1,"No","No","No",857919,19.1,55065,3.2,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2014,2207.53682157824,39.6,"No","No","No",853304,20.8,53053,3.4,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2013,2247.99233598656,40.6,"No","No","No",845510,22,54453,3.8,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2012,2401.1836263424,43.7,"No","No","No",834047,NA,NA,NA,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
"South Dakota",2011,2113.17968948255,42.5,"No","No","No",823593,18.5,47223,4.7,50.2,49.8,92,29,81.9,2.2,3.7,1.3,"8.4","N/A",2.4,0.26,0.079,0.122,0.236,0.119,0.183
